Transaction_ID,User_ID,Timestamp,Market_City,Sticker_Price,Markdown_Pct,Historical_User_Purchases,Customer_Satisfaction_Score,Conversion_Outcome
TXN_000050,USR_0102,2026-01-04 05:35:00,Tokyo,129.13436246510264,0.0,20,10,1
TXN_000051,USR_0059,2026-01-04 07:10:00,Berlin,270.9122990721432,0.1,1,7,0
TXN_000052,USR_0023,2026-01-04 08:45:00,San Francisco,260.50535055235616,0.0,72,10,0
TXN_000053,USR_0080,2026-01-04 10:20:00,Singapore,249.76498353159417,0.35,51,10,0
TXN_000054,USR_0076,2026-01-04 11:55:00,Sydney,235.90923421487182,0.2,61,10,1
TXN_000055,USR_0140,2026-01-04 13:30:00,Sydney,46.58238258757428,0.1,8,5,0
TXN_000056,USR_0397,2026-01-04 15:05:00,Berlin,208.67876349423193,0.0,58,9,0
TXN_000057,USR_0252,2026-01-04 16:40:00,London,259.48393337320556,0.5,4,8,1
TXN_000058,USR_0015,2026-01-04 18:15:00,London,67.51076514149095,0.1,70,9,1
TXN_000059,USR_0392,,Paris,290.5067125613883,0.05,53,5,1
TXN_000060,USR_0289,2026-01-04 21:25:00,London,211.0677876763295,0.05,69,9,0
TXN_000061,USR_0392,2026-01-04 23:00:00,Tokyo,180.239219929376,0.05,53,9,0
TXN_000062,USR_0195,2026-01-05 00:35:00,Paris,39.59224579880737,0.0,43,10,0
TXN_000063,USR_0277,2026-01-05 02:10:00,New York,132.65850948934525,0.0,66,2,0
TXN_000064,USR_0318,2026-01-05 03:45:00,London,209.9030244024039,0.2,74,9,0
TXN_000065,USR_0165,2026-01-05 05:20:00,New York,104.04944422146153,0.5,60,10,1
TXN_000066,USR_0289,2026-01-05 06:55:00,New York,211.6559579784949,0.2,6,9,0
TXN_000067,USR_0213,2026-01-05 08:30:00,Toronto,93.28396612216615,0.0,45,10,0
TXN_000068,USR_0162,2026-01-05 10:05:00,Berlin,178.56263340524563,0.1,62,7,0
TXN_000069,USR_0067,2026-01-05 11:40:00,London,188.72704097971547,0.05,66,9,1
TXN_000070,USR_0321,2026-01-05 13:15:00,Mumbai,87.40556125563702,0.05,58,9,0
TXN_000071,USR_0399,2026-01-05 14:50:00,New York,179.8252263249782,0.05,51,5,0
TXN_000072,USR_0044,2026-01-05 16:25:00,Berlin,219.05638512635605,0.0,63,8,0
TXN_000073,USR_0335,2026-01-05 18:00:00,Sydney,242.59057190972723,0.5,27,10,0
TXN_000074,USR_0253,2026-01-05 19:35:00,London,194.39502295574863,0.0,67,10,1
TXN_000075,USR_0308,2026-01-05 21:10:00,London,126.54582475369287,0.05,60,7,1
TXN_000076,USR_0113,2026-01-05 22:45:00,London,14.512424398150412,0.05,45,5,0
TXN_000077,USR_0189,2026-01-06 00:20:00,London,24.173961651778498,0.05,8,7,0
TXN_000078,USR_0068,2026-01-06 01:55:00,New York,239.6045824310405,0.2,59,9,1
TXN_000079,USR_0020,2026-01-06 03:30:00,Tokyo,165.80358978428495,0.05,41,9,0
TXN_000080,USR_0003,2026-01-06 05:05:00,Singapore,268.4257923618976,0.5,69,10,0
TXN_000081,USR_0090,2026-01-06 06:40:00,Paris,225.2518463690487,0.0,25,9,1
TXN_000082,USR_0070,2026-01-06 08:15:00,Berlin,273.05709218302417,0.0,69,7,1
TXN_000083,USR_0312,2026-01-06 09:50:00,London,245.3432791896813,0.1,28,7,0
TXN_000084,USR_0271,2026-01-06 11:25:00,San Francisco,245.96237547251295,0.2,28,8,1
TXN_000085,USR_0360,2026-01-06 13:00:00,Sydney,167.01403991633632,0.2,57,8,1
TXN_000086,USR_0365,2026-01-06 14:35:00,Paris,38.51822873516327,0.0,13,9,0
TXN_000087,USR_0250,2026-01-06 16:10:00,London,262.4318528462511,0.0,60,1,0
TXN_000088,USR_0216,2026-01-06 17:45:00,Tokyo,45.7900688126199,0.0,70,5,0
TXN_000089,USR_0196,2026-01-06 19:20:00,Tokyo,18.380681058257903,0.0,4,9,1
TXN_000090,USR_0278,2026-01-06 20:55:00,Singapore,260.9482223355658,0.2,6,9,1
TXN_000091,USR_0034,2026-01-06 22:30:00,San Francisco,280.74127090430613,0.0,33,2,0
TXN_000092,USR_0230,2026-01-07 00:05:00,Sydney,78.68492725654414,0.05,41,2,0
TXN_000093,USR_0222,2026-01-07 01:40:00,Toronto,80.95682851269487,0.0,22,9,0
TXN_000094,USR_0270,2026-01-07 03:15:00,Singapore,113.89416873856034,0.0,8,10,0
TXN_000095,USR_0215,2026-01-07 04:50:00,Toronto,122.2332875910639,0.0,19,9,1
TXN_000096,USR_0370,2026-01-07 06:25:00,New York,225.48704872568342,0.2,9,10,0
TXN_000097,USR_0086,2026-01-07 08:00:00,Paris,64.07723929069182,0.2,51,9,0
TXN_000098,USR_0340,2026-01-07 09:35:00,Paris,28.27340548217477,0.1,43,8,0
TXN_000099,USR_0265,2026-01-07 11:10:00,New York,217.1437490158523,0.2,9,10,1
TXN_000100,USR_0036,2026-01-07 12:45:00,Berlin,15.85174546170297,0.05,66,7,0
TXN_000101,USR_0354,2026-01-07 14:20:00,Tokyo,281.19315215335365,0.2,1,10,1
TXN_000102,USR_0399,2026-01-07 15:55:00,Berlin,244.69617133941114,0.0,13,10,0
TXN_000103,USR_0096,2026-01-07 17:30:00,Tokyo,199.3849560885673,0.1,59,7,1
TXN_000104,USR_0133,2026-01-07 19:05:00,Berlin,237.248568680788,0.05,60,10,0
TXN_000105,USR_0039,2026-01-07 20:40:00,Berlin,241.85042742248908,0.1,31,5,1
TXN_000106,USR_0093,2026-01-07 22:15:00,London,237.20704462881014,0.5,60,5,1
TXN_000107,USR_0023,,Berlin,227.18043759409483,0.2,6,7,1
TXN_000108,USR_0099,2026-01-08 01:25:00,New York,22.50251934676906,0.0,57,9,1
TXN_000109,USR_0257,2026-01-08 03:00:00,Tokyo,243.16871083880915,0.0,36,8,0
TXN_000110,USR_0183,2026-01-08 04:35:00,Berlin,299.7837235624287,0.05,55,5,0
TXN_000111,USR_0125,2026-01-08 06:10:00,Berlin,189.86272657267304,0.2,15,8,1
TXN_000112,USR_0033,,New York,136.69319865919957,0.0,20,5,0
TXN_000113,USR_0109,2026-01-08 09:20:00,London,215.3657100382009,0.0,33,10,0
TXN_000114,USR_0384,2026-01-08 10:55:00,New York,242.18761185959184,0.05,22,9,0
TXN_000115,USR_0329,2026-01-08 12:30:00,Singapore,71.82385712148353,0.05,39,8,0
TXN_000116,USR_0273,2026-01-08 14:05:00,Berlin,279.35563355525727,0.05,27,9,0
TXN_000117,USR_0172,2026-01-08 15:40:00,Berlin,256.56870453990734,0.0,41,10,1
TXN_000118,USR_0090,2026-01-08 17:15:00,San Francisco,113.06143900271613,0.0,48,1,0
TXN_000119,USR_0098,2026-01-08 18:50:00,Toronto,237.30915893153116,0.05,34,10,0
TXN_000120,USR_0325,2026-01-08 20:25:00,Mumbai,88.70995127828787,0.1,70,7,0
TXN_000121,USR_0064,2026-01-08 22:00:00,London,60.74024590934675,0.0,37,10,1
TXN_000122,USR_0267,2026-01-08 23:35:00,Tokyo,173.4321343960168,0.1,38,8,1
TXN_000123,USR_0210,2026-01-09 01:10:00,New York,116.21269780116722,0.0,64,9,0
TXN_000124,USR_0021,2026-01-09 02:45:00,Berlin,243.9288673285697,0.0,48,10,1
TXN_000125,USR_0379,2026-01-09 04:20:00,Tokyo,37.80269262442572,0.0,26,10,1
TXN_000126,USR_0320,2026-01-09 05:55:00,Tokyo,130.70340731554728,0.0,41,9,0
TXN_000127,USR_0071,2026-01-09 07:30:00,San Francisco,137.00388860776874,0.1,67,7,1
TXN_000128,USR_0317,2026-01-09 09:05:00,Tokyo,93.79728934924943,0.35,5,9,0
TXN_000129,USR_0118,2026-01-09 10:40:00,Singapore,277.80485838438625,0.05,58,8,0
TXN_000130,USR_0052,2026-01-09 12:15:00,New York,295.20194608590145,0.0,51,2,0
TXN_000131,USR_0220,2026-01-09 13:50:00,Mumbai,88.1773170267796,0.1,38,9,0
TXN_000132,USR_0203,2026-01-09 15:25:00,New York,90.9005050388185,0.05,15,9,0
TXN_000133,USR_0394,2026-01-09 17:00:00,Mumbai,156.29998441970474,0.2,22,10,0
TXN_000134,USR_0232,2026-01-09 18:35:00,Paris,155.75262973669302,0.0,27,2,1
TXN_000135,USR_0393,2026-01-09 20:10:00,New York,275.28300536346995,0.0,52,5,0
TXN_000136,USR_0049,2026-01-09 21:45:00,New York,253.23722402463156,0.0,22,9,0
TXN_000137,USR_0060,2026-01-09 23:20:00,Tokyo,53.30881497299106,0.0,62,9,1
TXN_000138,USR_0168,2026-01-10 00:55:00,Berlin,270.95047319846776,0.1,57,9,0
TXN_000139,USR_0326,2026-01-10 02:30:00,Tokyo,38.069300397248554,0.1,47,7,0
TXN_000140,USR_0124,2026-01-10 04:05:00,Mumbai,225.1839195358883,0.05,66,8,1
TXN_000141,USR_0369,2026-01-10 05:40:00,Sydney,223.4804614473783,0.0,15,10,1
TXN_000142,USR_0094,2026-01-10 07:15:00,London,76.7384046250934,0.5,45,10,1
TXN_000143,USR_0188,2026-01-10 08:50:00,San Francisco,86.05336877430851,0.0,22,10,1
TXN_000144,USR_0363,2026-01-10 10:25:00,Paris,96.590588042442,0.0,7,2,0
TXN_000145,USR_0265,2026-01-10 12:00:00,Tokyo,210.9369076201686,0.0,14,10,0
TXN_000146,USR_0154,2026-01-10 13:35:00,Berlin,294.5768992365149,0.0,38,9,0
TXN_000147,USR_0225,2026-01-10 15:10:00,Paris,181.03943386774046,0.0,41,10,1
TXN_000148,USR_0193,2026-01-10 16:45:00,London,125.05965141547263,0.05,1,8,1
TXN_000149,USR_0048,2026-01-10 18:20:00,London,256.4931281137965,0.05,41,8,0
TXN_000150,USR_0242,2026-01-10 19:55:00,London,98.97805452146375,0.05,63,2,1
TXN_000151,USR_0298,2026-01-10 21:30:00,London,72.65313627233483,0.1,9,7,0
TXN_000152,USR_0210,2026-01-10 23:05:00,Sydney,177.92566322635332,0.0,58,10,1
TXN_000153,USR_0046,2026-01-11 00:40:00,New York,270.5738515374771,0.35,44,7,0
TXN_000154,USR_0117,2026-01-11 02:15:00,Paris,240.49807353395155,0.0,24,8,1
TXN_000155,USR_0068,2026-01-11 03:50:00,Tokyo,139.02483667150096,0.2,14,2,1
TXN_000156,USR_0398,2026-01-11 05:25:00,Sydney,264.98395062847544,0.0,12,10,0
TXN_000157,USR_0213,2026-01-11 07:00:00,London,43.691158965688174,0.2,60,8,0
TXN_000158,USR_0180,2026-01-11 08:35:00,Berlin,284.62369506294925,0.05,58,8,1
TXN_000159,USR_0083,2026-01-11 10:10:00,Mumbai,23.07459773157764,0.0,46,10,1
TXN_000160,USR_0314,2026-01-11 11:45:00,San Francisco,186.77161351247278,0.1,20,2,0
TXN_000161,USR_0130,2026-01-11 13:20:00,Paris,58.794657991781094,0.05,34,5,0
TXN_000162,USR_0119,2026-01-11 14:55:00,Berlin,282.22061776449954,0.1,64,5,0
TXN_000163,USR_0282,2026-01-11 16:30:00,New York,229.32942219677324,0.0,46,8,0
TXN_000164,USR_0334,2026-01-11 18:05:00,New York,279.2729850598174,0.05,51,8,0
TXN_000165,USR_0353,2026-01-11 19:40:00,Tokyo,255.81380202416418,0.0,49,10,0
TXN_000166,USR_0268,2026-01-11 21:15:00,Singapore,127.83050427345921,0.35,70,10,1
TXN_000167,USR_0233,2026-01-11 22:50:00,Sydney,179.8951233317434,0.1,43,9,0
TXN_000168,USR_0069,2026-01-12 00:25:00,Paris,150.0955832154167,0.0,61,9,1
TXN_000169,USR_0229,2026-01-12 02:00:00,New York,76.0281509031777,0.0,55,9,1
TXN_000170,USR_0037,2026-01-12 03:35:00,Paris,162.13272902582818,0.0,13,8,0
TXN_000171,USR_0244,2026-01-12 05:10:00,New York,212.43427617894395,0.05,9,5,0
TXN_000172,USR_0239,2026-01-12 06:45:00,Paris,59.006105882552895,0.0,23,1,0
TXN_000173,USR_0287,2026-01-12 08:20:00,New York,70.10484923569724,0.0,48,5,0
TXN_000174,USR_0224,2026-01-12 09:55:00,Singapore,269.26282715872384,0.05,48,9,0
TXN_000175,USR_0242,2026-01-12 11:30:00,London,255.2002192734571,0.05,45,5,0
TXN_000176,USR_0121,2026-01-12 13:05:00,Paris,118.68288052270178,0.05,22,10,0
TXN_000177,USR_0224,2026-01-12 14:40:00,Mumbai,42.08787003725499,0.05,47,9,0
TXN_000178,USR_0014,2026-01-12 16:15:00,Paris,97.27414931767693,0.1,74,10,0
TXN_000179,USR_0071,2026-01-12 17:50:00,Berlin,86.66008397981207,0.0,49,9,0
TXN_000180,USR_0148,2026-01-12 19:25:00,Berlin,186.3050042403907,0.0,24,5,0
TXN_000181,USR_0167,2026-01-12 21:00:00,Mumbai,143.8414501161211,0.0,12,9,0
TXN_000182,USR_0109,2026-01-12 22:35:00,Paris,22.731909556065638,0.1,55,7,1
TXN_000183,USR_0183,2026-01-13 00:10:00,Mumbai,192.93978161208972,0.1,16,10,1
TXN_000184,USR_0010,2026-01-13 01:45:00,Berlin,140.64851444405355,0.2,10,9,0
TXN_000185,USR_0105,2026-01-13 03:20:00,London,61.89001714562569,0.05,59,7,1
TXN_000186,USR_0398,2026-01-13 04:55:00,New York,154.6271395207911,0.0,28,10,0
TXN_000187,USR_0343,2026-01-13 06:30:00,Toronto,40.48442489674547,0.05,12,7,0
TXN_000188,USR_0069,2026-01-13 08:05:00,Singapore,78.52810820537086,0.1,38,10,0
TXN_000189,USR_0341,2026-01-13 09:40:00,New York,232.9725645849792,0.0,33,8,1
TXN_000190,USR_0147,2026-01-13 11:15:00,New York,70.00142033313674,0.0,73,8,0
TXN_000191,USR_0238,2026-01-13 12:50:00,New York,262.2402992517682,0.0,29,5,1
TXN_000192,USR_0186,2026-01-13 14:25:00,Berlin,58.29895865442586,0.05,28,9,1
TXN_000193,USR_0090,2026-01-13 16:00:00,Paris,146.74775799352884,0.1,29,9,0
TXN_000194,USR_0288,2026-01-13 17:35:00,London,286.3847657752874,0.0,13,9,0
TXN_000195,USR_0213,2026-01-13 19:10:00,Berlin,53.54511205861181,0.2,40,10,0
TXN_000196,USR_0346,2026-01-13 20:45:00,Paris,284.2133371629355,0.0,49,5,1
TXN_000197,USR_0156,2026-01-13 22:20:00,New York,195.37663218881306,0.1,59,5,1
TXN_000198,USR_0241,2026-01-13 23:55:00,Mumbai,164.72220272225414,0.0,21,2,1
TXN_000199,USR_0223,2026-01-14 01:30:00,Paris,44.74494918227023,0.05,71,10,0
TXN_000200,USR_0302,2026-01-14 03:05:00,Tokyo,240.55944704566684,0.05,35,5,0
TXN_000201,USR_0232,2026-01-14 04:40:00,Singapore,284.72774645346215,0.0,50,7,0
TXN_000202,USR_0177,2026-01-14 06:15:00,Mumbai,188.0730507038327,0.0,33,10,0
TXN_000203,USR_0308,2026-01-14 07:50:00,London,197.00018838950876,0.0,45,10,1
TXN_000204,USR_0175,2026-01-14 09:25:00,Tokyo,14.933065371143183,0.0,16,5,0
TXN_000205,USR_0398,2026-01-14 11:00:00,Paris,229.29464444503716,0.0,5,5,1
TXN_000206,USR_0304,2026-01-14 12:35:00,Toronto,206.43678667269276,0.5,11,5,1
TXN_000207,USR_0232,2026-01-14 14:10:00,Tokyo,235.10983496107644,0.0,25,5,0
TXN_000208,USR_0336,2026-01-14 15:45:00,London,187.4552711603628,0.05,24,10,0
TXN_000209,USR_0001,,London,213.5538579712173,0.0,66,7,0
TXN_000210,USR_0229,2026-01-14 18:55:00,Tokyo,186.62258286261704,0.1,24,9,0
TXN_000211,USR_0360,2026-01-14 20:30:00,London,143.91133432456058,0.35,13,10,0
TXN_000212,USR_0272,2026-01-14 22:05:00,New York,107.00183040597142,0.2,27,10,1
TXN_000213,USR_0377,2026-01-14 23:40:00,Paris,41.51107769888553,0.1,13,10,0
TXN_000214,USR_0296,2026-01-15 01:15:00,Tokyo,176.95340966702187,0.0,63,10,1
TXN_000215,USR_0396,2026-01-15 02:50:00,Tokyo,229.68821306840545,0.0,6,10,0
TXN_000216,USR_0143,2026-01-15 04:25:00,Paris,296.3577073417381,0.05,19,9,1
TXN_000217,USR_0151,2026-01-15 06:00:00,London,47.946691137195515,0.35,62,10,1
TXN_000218,USR_0271,2026-01-15 07:35:00,Singapore,63.28075865623509,0.05,53,10,1
TXN_000219,USR_0121,2026-01-15 09:10:00,San Francisco,129.47379750234578,0.0,6,9,1
TXN_000220,USR_0086,2026-01-15 10:45:00,San Francisco,207.9729032616977,0.05,6,10,0
TXN_000221,USR_0010,2026-01-15 12:20:00,Tokyo,203.04268071417883,0.0,63,7,1
TXN_000222,USR_0228,2026-01-15 13:55:00,London,31.078252924723994,0.1,62,9,0
TXN_000223,USR_0111,2026-01-15 15:30:00,London,208.50806929214767,0.0,57,5,0
TXN_000224,USR_0105,2026-01-15 17:05:00,London,88.09235116610833,0.5,38,10,0
TXN_000225,USR_0035,2026-01-15 18:40:00,London,259.8266691374605,0.35,44,2,1
TXN_000226,USR_0311,2026-01-15 20:15:00,Berlin,259.53675221270464,0.05,44,7,1
TXN_000227,USR_0026,2026-01-15 21:50:00,Sydney,235.5208830225435,0.1,11,5,0
TXN_000228,USR_0309,2026-01-15 23:25:00,London,42.76756184459648,0.2,53,9,1
TXN_000229,USR_0094,2026-01-16 01:00:00,Paris,150.98086363633695,0.2,44,10,0
TXN_000230,USR_0150,2026-01-16 02:35:00,New York,93.85250587323917,0.05,28,7,1
TXN_000231,USR_0210,2026-01-16 04:10:00,New York,241.02579237853786,0.1,74,10,0
TXN_000232,USR_0265,2026-01-16 05:45:00,Tokyo,96.83451375077942,0.0,68,2,0
TXN_000233,USR_0376,2026-01-16 07:20:00,New York,177.3118912349848,0.0,45,8,0
TXN_000234,USR_0080,2026-01-16 08:55:00,Paris,67.43859923408343,0.5,27,10,0
TXN_000235,USR_0177,2026-01-16 10:30:00,Tokyo,200.16729908080805,0.05,42,2,0
TXN_000236,USR_0218,2026-01-16 12:05:00,Paris,275.18744418330033,0.0,68,2,1
TXN_000237,USR_0020,2026-01-16 13:40:00,London,284.1441426183946,0.05,11,8,1
TXN_000238,USR_0293,2026-01-16 15:15:00,Singapore,192.9593839400879,0.0,67,1,0
TXN_000239,USR_0078,2026-01-16 16:50:00,New York,41.8775505484805,0.0,51,2,1
TXN_000240,USR_0164,2026-01-16 18:25:00,Berlin,239.47553232387116,0.05,13,8,0
TXN_000241,USR_0302,2026-01-16 20:00:00,New York,71.17079798378396,0.05,40,2,1
TXN_000242,USR_0366,2026-01-16 21:35:00,New York,90.57377997514995,0.0,56,5,0
TXN_000243,USR_0335,2026-01-16 23:10:00,Berlin,124.71574994951354,0.05,16,5,0
TXN_000244,USR_0179,2026-01-17 00:45:00,Mumbai,214.64002076371438,0.0,19,7,0
TXN_000245,USR_0027,2026-01-17 02:20:00,New York,160.9254861901853,0.0,33,9,1
TXN_000246,USR_0308,2026-01-17 03:55:00,Berlin,213.94228059631655,0.0,49,10,0
TXN_000247,USR_0010,2026-01-17 05:30:00,London,170.5994631907618,0.0,57,7,0
TXN_000248,USR_0371,2026-01-17 07:05:00,Tokyo,205.91501877362265,0.0,64,9,0
TXN_000249,USR_0279,2026-01-17 08:40:00,London,32.24499637370051,0.05,44,2,0
TXN_000250,USR_0350,2026-01-17 10:15:00,Berlin,30.93117289125604,0.0,37,8,0
TXN_000251,USR_0368,2026-01-17 11:50:00,London,270.0634214531513,0.0,6,5,1
TXN_000252,USR_0224,2026-01-17 13:25:00,London,171.69003635924716,0.05,56,9,0
TXN_000253,USR_0348,,New York,185.51598892956832,0.0,55,9,0
TXN_000254,USR_0010,2026-01-17 16:35:00,Berlin,183.21643706596657,0.05,30,10,0
TXN_000255,USR_0170,2026-01-17 18:10:00,Tokyo,195.15682837275986,0.0,25,7,0
TXN_000256,USR_0130,2026-01-17 19:45:00,Sydney,151.92710869481738,0.0,23,10,0
TXN_000257,USR_0312,2026-01-17 21:20:00,Berlin,205.29270546776183,0.0,3,9,1
TXN_000258,USR_0066,2026-01-17 22:55:00,New York,132.97326042200353,0.1,32,10,1
TXN_000259,USR_0327,2026-01-18 00:30:00,Singapore,161.95006166865375,0.0,34,10,0
TXN_000260,USR_0202,2026-01-18 02:05:00,Berlin,290.07244193872066,0.2,21,10,0
TXN_000261,USR_0005,,New York,240.12864199592735,0.2,35,9,0
TXN_000262,USR_0181,2026-01-18 05:15:00,New York,86.23270034591421,0.0,61,9,0
TXN_000263,USR_0342,2026-01-18 06:50:00,Tokyo,33.526751567457495,0.0,45,10,0
TXN_000264,USR_0141,2026-01-18 08:25:00,Berlin,256.6443562867798,0.5,27,9,1
TXN_000265,USR_0370,2026-01-18 10:00:00,San Francisco,180.1601528119692,0.05,59,10,0
TXN_000266,USR_0054,2026-01-18 11:35:00,Berlin,212.23034375842872,0.2,1,5,0
TXN_000267,USR_0395,2026-01-18 13:10:00,San Francisco,114.04468878318491,0.05,69,9,1
TXN_000268,USR_0044,2026-01-18 14:45:00,Sydney,184.60614151484904,0.0,22,9,0
TXN_000269,USR_0379,2026-01-18 16:20:00,New York,298.3075526523461,0.0,23,9,1
TXN_000270,USR_0351,2026-01-18 17:55:00,London,91.3487147636156,0.05,62,9,0
TXN_000271,USR_0232,2026-01-18 19:30:00,Paris,148.76475091303521,0.05,45,9,1
TXN_000272,USR_0047,2026-01-18 21:05:00,San Francisco,254.1448747438471,0.1,63,1,1
TXN_000273,USR_0289,2026-01-18 22:40:00,New York,187.99977750835686,0.05,24,9,0
TXN_000274,USR_0070,2026-01-19 00:15:00,Berlin,102.07709001803373,0.2,2,9,0
TXN_000275,USR_0138,2026-01-19 01:50:00,Tokyo,295.5980018505595,0.05,32,10,1
TXN_000276,USR_0253,2026-01-19 03:25:00,Tokyo,278.72549668859966,0.0,20,8,1
TXN_000277,USR_0220,2026-01-19 05:00:00,London,155.45432784934928,0.1,49,10,0
TXN_000278,USR_0371,2026-01-19 06:35:00,Paris,243.84601042274457,0.1,20,7,0
TXN_000279,USR_0372,2026-01-19 08:10:00,Singapore,22.68897423996979,0.05,71,5,0
TXN_000280,USR_0111,2026-01-19 09:45:00,Mumbai,248.1632878806364,0.05,30,8,0
TXN_000281,USR_0319,2026-01-19 11:20:00,Mumbai,72.52332459679116,0.05,65,5,0
TXN_000282,USR_0033,2026-01-19 12:55:00,Sydney,12.96030610818404,0.2,39,8,0
TXN_000283,USR_0020,2026-01-19 14:30:00,New York,84.73028358422629,0.05,26,9,0
TXN_000284,USR_0053,2026-01-19 16:05:00,Paris,213.33592281153662,0.0,16,8,1
TXN_000285,USR_0089,2026-01-19 17:40:00,Tokyo,117.16967458272838,0.0,56,10,0
TXN_000286,USR_0251,,Berlin,82.07484641470128,0.0,30,7,0
TXN_000287,USR_0163,2026-01-19 20:50:00,New York,192.45342304868538,0.0,14,7,1
TXN_000288,USR_0005,2026-01-19 22:25:00,San Francisco,,0.0,27,10,0
TXN_000289,USR_0249,2026-01-20 00:00:00,Tokyo,41.71149347835609,0.0,39,5,0
